REDWING LABS

Period: 64, 0, -24.854945

Period: 32, 0, -24.887179

Period: 16, 0, -24.895238

PWM: 121, 0, 8.000000

8

PWM: 122, 0, 6.936264

8

PWM: 123, 1, -21.534798


PWM: 124, 2, -23.122344


PWM: 125, 3, 8.000000



PWM: 126, 4, -21.841026


PWM: 127, 5, -20.124542


PWM: 128, 7, 8.000000



PWM: 129, 8, -24.903297


PWM: 130, 10, -17.900366

PWM: 131, 11, 8.000000


PWM: 132, 13, -24.709890

PWM: 133, 15, -14.588279

PWM: 134, 16, 8.000000


PWM: 135, 18, -24.959707

PWM: 136, 19, -18.158242

PWM: 137, 20, 8.000000


PWM: 138, 22, -24.951648

PWM: 139, 23, -16.909158

PWM: 140, 25, 8.000000


PWM: 141, 26, -24.967766

PWM: 142, 28, -17.723077

PWM: 143, 29, 8.000000


PWM: 144, 31, -24.983883

PWM: 145, 32, -14.628571

PWM: 146, 34, 8.000000


PWM: 147, 35, -24.879121

PWM: 148, 37, -13.822711

PWM: 149, 39, 8.000000


PWM: 150, 41, -18.085715

PWM: 151, 43, -10.841026

PWM: 152, 45, 8.000000


PWM: 153, 47, -22.493773

PWM: 154, 49, -12.444689

PWM: 155, 50, 8.000000


PWM: 156, 52, -18.263004

PWM: 157, 54, -12.090110

PWM: 158, 56, 8.000000


PWM: 159, 58, -18.174359

PWM: 160, 60, -7.907692

PWM: 161, 62, 8.000000

PWM: 162, 64, -18.109890

PWM: 163, 66, -11.864469

PWM: 164, 68, 8.000000


PWM: 165, 70, -16.691575

PWM: 166, 72, -9.986813

PWM: 167, 74, 8.000000

PWM: 168, 76, -17.336264

PWM: 169, 78, -8.278389

PWM: 170, 80, 8.000000

PWM: 171, 82, -15.095971

PWM: 172, 84, -7.923809

PWM: 173, 86, 8.000000

PWM: 174, 88, -14.153113

PWM: 175, 90, -8.278389

PWM: 176, 93, 8.000000

PWM: 177, 95, -11.904762

PWM: 178, 97, -7.432234

PWM: 179, 99, 8.000000

PWM: 180, 101, -13.871063

PWM: 179, 109, 8.000000


PWM: 178, 116, -6.537730

PWM: 177, 124, -11.614652

PWM: 176, 132, 8.000000


PWM: 175, 139, -6.352382

PWM: 174, 147, -12.621979

PWM: 173, 154, 8.000000


PWM: 172, 162, -5.925275

PWM: 171, 169, -14.322344

PWM: 170, 177, 8.000000


PWM: 169, 184, -8.600733

PWM: 168, 191, -12.380220

PWM: 167, 199, 8.000000


PWM: 166, 206, -6.650549

PWM: 165, 213, -14.370697

PWM: 164, 220, 8.000000


PWM: 163, 227, -7.891575

PWM: 162, 234, -15.547253

PWM: 161, 242, 8.000000


PWM: 160, 249, -10.147985

PWM: 159, 256, -16.933333

PWM: 158, 263, 8.000000


PWM: 157, 269, -8.794140

PWM: 156, 276, -13.967766

PWM: 155, 283, 8.000000


