REDWING LABS

REDWING LABS

Period: 64, 0, -0.252016

Period: 32, 0, -24.927473

Period: 16, 0, 4.776556


PWM: 121, 0, 6.581686



PWM: 122, 0, 8.000000



PWM: 123, 1, 8.000000



PWM: 124, 2, 8.000000



PWM: 125, 3, 8.000000



PWM: 126, 4, 8.000000



PWM: 127, 5, 8.000000



PWM: 128, 7, 8.000000



PWM: 129, 8, 8.000000



PWM: 130, 10, 8.000000


PWM: 131, 11, 8.000000


PWM: 132, 13, 8.000000


PWM: 133, 15, 8.000000


PWM: 134, 16, 8.000000


PWM: 135, 18, 8.000000


PWM: 136, 20, 8.000000


PWM: 137, 21, 8.000000


PWM: 138, 23, 8.000000


PWM: 139, 24, 8.000000


PWM: 140, 26, 8.000000


PWM: 141, 28, 8.000000


PWM: 142, 29, 8.000000


PWM: 143, 31, 8.000000


PWM: 144, 33, 8.000000


PWM: 145, 34, 8.000000


PWM: 146, 36, 8.000000


PWM: 147, 38, 8.000000


PWM: 148, 40, 8.000000


PWM: 149, 41, 8.000000


PWM: 150, 43, 8.000000


PWM: 151, 45, 8.000000


PWM: 152, 47, 8.000000


PWM: 153, 48, 8.000000


PWM: 154, 50, 8.000000


PWM: 155, 52, 8.000000


PWM: 156, 54, 8.000000


PWM: 157, 56, 8.000000


PWM: 158, 58, 8.000000


PWM: 159, 60, 8.000000


PWM: 160, 62, 8.000000


PWM: 161, 63, 8.000000


PWM: 162, 65, 8.000000


PWM: 163, 67, 8.000000


PWM: 164, 69, 8.000000


PWM: 165, 71, 8.000000


PWM: 166, 73, 8.000000


PWM: 167, 75, 8.000000


PWM: 168, 77, 8.000000


PWM: 169, 79, 8.000000


PWM: 170, 82, 8.000000


PWM: 171, 84, 8.000000


PWM: 172, 86, 8.000000


PWM: 173, 88, 8.000000


PWM: 174, 90, 8.000000


PWM: 175, 92, 8.000000


PWM: 176, 94, 8.000000


PWM: 177, 97, 8.000000


PWM: 178, 99, 8.000000


PWM: 179, 101, 8.000000


PWM: 180, 103, 8.000000


PWM: 179, 111, -14.499633

PWM: 178, 118, -12.146521

PWM: 177, 126, 8.000000


PWM: 176, 133, -15.434433

PWM: 175, 141, -12.194872

PWM: 174, 148, 8.000000


PWM: 173, 156, -14.435165

PWM: 172, 163, -12.726740

PWM: 171, 171, 8.000000


PWM: 170, 178, -14.983150

PWM: 169, 185, -16.562638

PWM: 168, 192, 8.000000


PWM: 167, 200, -17.304029

PWM: 166, 207, -13.726008

PWM: 165, 214, 8.000000


PWM: 164, 221, -16.433700

PWM: 163, 228, -15.079854

PWM: 162, 235, 8.000000


PWM: 161, 242, -18.206593

PWM: 160, 249, -16.691575

PWM: 159, 256, 8.000000


PWM: 158, 263, -12.178755

PWM: 157, 269, -17.932601

PWM: 156, 276, 8.000000


PWM: 155, 283, -8.487912

PWM: 154, 289, -17.916484

PWM: 153, 296, 8.000000


PWM: 152, 302, -6.698902

PWM: 151, 309, -15.466667

PWM: 150, 315, 8.000000


PWM: 149, 322, -4.958241

PWM: 148, 328, -19.995605

PWM: 147, 334, 8.000000


PWM: 146, 340, -2.250550

PWM: 145, 346, -17.594140

PWM: 144, 353, 8.000000


PWM: 143, 359, 0.876191


PWM: 142, 365, -20.543590

PWM: 141, 371, 8.000000


PWM: 140, 376, 3.938460


PWM: 139, 382, -22.880586

PWM: 138, 388, 8.000000


PWM: 137, 394, 4.776556


PWM: 136, 399, -21.019048

PWM: 135, 405, 8.000000


PWM: 134, 410, 1.746519


PWM: 133, 415, -23.928205

PWM: 132, 420, 8.000000


PWM: 131, 424, 1.649816


PWM: 130, 429, -23.493040

PWM: 129, 434, 8.000000


PWM: 128, 439, 4.196336


PWM: 127, 443, -24.895238

PWM: 126, 448, 8.000000


PWM: 125, 453, 3.873992


PWM: 124, 457, -24.959707

PWM: 123, 462, 8.000000


PWM: 122, 466, 5.550182


PWM: 121, 470, -24.919414

TICKS | Current: 474, 0.779486

PWM: 120, 475, 5.679121

9486

PWM: 119, 479, -24.927473

86

